""	"bwnet_20$colors"
"Zm00001eb044260"	"turquoise"
"Zm00001eb278640"	"blue"
"Zm00001eb115230"	"turquoise"
"Zm00001eb129740"	"black"
"Zm00001eb145240"	"yellow"
"Zm00001eb277790"	"brown"
"Zm00001eb318990"	"greenyellow"
"Zm00001eb394670"	"green"
"Zm00001eb417550"	"brown"
"Zm00001eb306370"	"green"
"Zm00001eb376160"	"magenta"
"Zm00001eb215040"	"brown"
"Zm00001eb337810"	"blue"
"Zm00001eb203570"	"green"
"Zm00001eb125330"	"magenta"
"Zm00001eb292590"	"greenyellow"
"Zm00001eb117970"	"blue"
"Zm00001eb228700"	"cyan"
"Zm00001eb397430"	"black"
"Zm00001eb012880"	"greenyellow"
"Zm00001eb419520"	"royalblue"
"Zm00001eb426220"	"purple"
"Zm00001eb131370"	"green"
"Zm00001eb040190"	"turquoise"
"Zm00001eb171190"	"purple"
"Zm00001eb086710"	"darkgreen"
"Zm00001eb377430"	"lightgreen"
"Zm00001eb030440"	"green"
"Zm00001eb183780"	"lightgreen"
"Zm00001eb397320"	"lightyellow"
"Zm00001eb161810"	"darkorange"
"Zm00001eb279650"	"green"
"Zm00001eb111020"	"brown"
"Zm00001eb315530"	"green"
"Zm00001eb247310"	"greenyellow"
"Zm00001eb331590"	"turquoise"
"Zm00001eb356090"	"turquoise"
"Zm00001eb058120"	"tan"
"Zm00001eb011980"	"turquoise"
"Zm00001eb386920"	"blue"
"Zm00001eb229760"	"magenta"
"Zm00001eb154860"	"yellow"
"Zm00001eb432790"	"yellow"
"Zm00001eb324480"	"pink"
"Zm00001eb308620"	"green"
"Zm00001eb390460"	"red"
"Zm00001eb177150"	"darkmagenta"
"Zm00001eb019460"	"green"
"Zm00001eb044840"	"yellow"
"Zm00001eb255140"	"greenyellow"
"Zm00001eb188530"	"green"
"Zm00001eb395310"	"grey60"
"Zm00001eb277840"	"tan"
"Zm00001eb403110"	"lightgreen"
"Zm00001eb032630"	"darkturquoise"
"Zm00001eb140320"	"magenta"
"Zm00001eb208960"	"brown"
"Zm00001eb070250"	"red"
"Zm00001eb115270"	"yellow"
"Zm00001eb019510"	"green"
"Zm00001eb058980"	"green"
"Zm00001eb120410"	"black"
"Zm00001eb018690"	"midnightblue"
"Zm00001eb277540"	"darkred"
"Zm00001eb357970"	"blue"
"Zm00001eb240430"	"midnightblue"
"Zm00001eb421980"	"purple"
"Zm00001eb265270"	"pink"
"Zm00001eb201940"	"lightyellow"
"Zm00001eb289730"	"blue"
"Zm00001eb106960"	"turquoise"
"Zm00001eb182750"	"green"
"Zm00001eb239520"	"turquoise"
"Zm00001eb148110"	"red"
"Zm00001eb194990"	"yellow"
"Zm00001eb017930"	"yellow"
"Zm00001eb362860"	"grey60"
"Zm00001eb142540"	"lightyellow"
"Zm00001eb001560"	"purple"
"Zm00001eb365020"	"turquoise"
"Zm00001eb345280"	"pink"
"Zm00001eb332230"	"tan"
"Zm00001eb238610"	"magenta"
"Zm00001eb207850"	"blue"
"Zm00001eb293240"	"yellow"
"Zm00001eb303420"	"yellow"
"Zm00001eb012220"	"green"
"Zm00001eb101090"	"black"
"Zm00001eb007320"	"blue"
"Zm00001eb391270"	"darkorange"
"Zm00001eb149800"	"magenta"
"Zm00001eb358720"	"purple"
"Zm00001eb249330"	"blue"
"Zm00001eb414390"	"turquoise"
"Zm00001eb199090"	"yellow"
"Zm00001eb154480"	"lightgreen"
"Zm00001eb137900"	"tan"
"Zm00001eb297150"	"steelblue"
"Zm00001eb185090"	"darkorange"
"Zm00001eb137550"	"blue"
"Zm00001eb054680"	"turquoise"
"Zm00001eb267050"	"orangered4"
"Zm00001eb374330"	"pink"
"Zm00001eb102030"	"lightyellow"
"Zm00001eb176110"	"cyan"
"Zm00001eb329980"	"blue"
"Zm00001eb173180"	"green"
"Zm00001eb071210"	"brown"
"Zm00001eb129030"	"darkturquoise"
"Zm00001eb111400"	"red"
"Zm00001eb278990"	"green"
"Zm00001eb137060"	"blue"
"Zm00001eb247500"	"yellow"
"Zm00001eb129090"	"brown"
"Zm00001eb049290"	"greenyellow"
"Zm00001eb270540"	"green"
"Zm00001eb038890"	"yellow"
"Zm00001eb366720"	"magenta"
"Zm00001eb330650"	"saddlebrown"
"Zm00001eb259950"	"darkred"
"Zm00001eb117930"	"pink"
"Zm00001eb046430"	"pink"
"Zm00001eb138330"	"green"
"Zm00001eb153240"	"midnightblue"
"Zm00001eb017120"	"lavenderblush3"
"Zm00001eb308380"	"turquoise"
"Zm00001eb247710"	"green"
"Zm00001eb205780"	"yellow"
"Zm00001eb311650"	"turquoise"
"Zm00001eb201130"	"green"
"Zm00001eb061560"	"yellow"
"Zm00001eb067440"	"green"
"Zm00001eb246360"	"tan"
"Zm00001eb106530"	"green"
"Zm00001eb122690"	"white"
"Zm00001eb413880"	"lightyellow"
"Zm00001eb389950"	"tan"
"Zm00001eb093460"	"pink"
"Zm00001eb243930"	"purple"
"Zm00001eb205890"	"blue"
"Zm00001eb286820"	"green"
"Zm00001eb223920"	"green"
"Zm00001eb101980"	"pink"
"Zm00001eb037690"	"brown"
"Zm00001eb365670"	"blue"
"Zm00001eb140330"	"red"
"Zm00001eb110400"	"orangered4"
"Zm00001eb372210"	"black"
"Zm00001eb174670"	"brown"
"Zm00001eb373110"	"greenyellow"
"Zm00001eb408010"	"midnightblue"
"Zm00001eb420170"	"turquoise"
"Zm00001eb157820"	"tan"
"Zm00001eb113730"	"darkturquoise"
"Zm00001eb220140"	"black"
"Zm00001eb106450"	"paleturquoise"
"Zm00001eb065790"	"yellow"
"Zm00001eb047990"	"turquoise"
"Zm00001eb035770"	"darkorange"
"Zm00001eb281770"	"red"
"Zm00001eb284250"	"midnightblue"
"Zm00001eb041120"	"darkred"
"Zm00001eb231490"	"black"
"Zm00001eb059770"	"lightyellow"
"Zm00001eb209780"	"turquoise"
"Zm00001eb123370"	"red"
"Zm00001eb062360"	"orangered4"
"Zm00001eb260490"	"magenta"
"Zm00001eb097730"	"midnightblue"
"Zm00001eb060640"	"turquoise"
"Zm00001eb341630"	"grey60"
"Zm00001eb195780"	"turquoise"
"Zm00001eb352920"	"pink"
"Zm00001eb031220"	"tan"
"Zm00001eb190920"	"midnightblue"
"Zm00001eb416760"	"turquoise"
"Zm00001eb230050"	"green"
"Zm00001eb027970"	"royalblue"
"Zm00001eb419620"	"pink"
"Zm00001eb340890"	"green"
"Zm00001eb197180"	"pink"
"Zm00001eb065080"	"blue"
"Zm00001eb268910"	"red"
"Zm00001eb381620"	"green"
"Zm00001eb328390"	"cyan"
"Zm00001eb189150"	"yellow"
"Zm00001eb227100"	"black"
"Zm00001eb253410"	"green"
"Zm00001eb429560"	"yellow"
"Zm00001eb014000"	"turquoise"
"Zm00001eb266980"	"pink"
"Zm00001eb064000"	"green"
"Zm00001eb170990"	"skyblue3"
"Zm00001eb360070"	"black"
"Zm00001eb350690"	"darkgrey"
"Zm00001eb163000"	"red"
"Zm00001eb162700"	"blue"
"Zm00001eb406350"	"blue"
"Zm00001eb157120"	"green"
"Zm00001eb266820"	"blue"
"Zm00001eb341150"	"red"
"Zm00001eb325840"	"plum1"
"Zm00001eb416050"	"pink"
"Zm00001eb242820"	"darkgrey"
"Zm00001eb332780"	"yellow"
"Zm00001eb137370"	"brown"
"Zm00001eb257910"	"red"
"Zm00001eb269100"	"turquoise"
"Zm00001eb016560"	"brown"
"Zm00001eb202830"	"salmon"
"Zm00001eb338510"	"saddlebrown"
"Zm00001eb175280"	"royalblue"
"Zm00001eb084550"	"lightcyan"
"Zm00001eb339370"	"magenta"
"Zm00001eb161900"	"salmon"
"Zm00001eb129790"	"black"
"Zm00001eb064680"	"darkorange"
"Zm00001eb030980"	"midnightblue"
"Zm00001eb287550"	"turquoise"
"Zm00001eb140100"	"pink"
"Zm00001eb379100"	"green"
"Zm00001eb404990"	"red"
"Zm00001eb058230"	"salmon"
"Zm00001eb320330"	"green"
"Zm00001eb205500"	"tan"
"Zm00001eb091240"	"brown"
"Zm00001eb094620"	"darkturquoise"
"Zm00001eb292010"	"darkturquoise"
"Zm00001eb271080"	"green"
"Zm00001eb062450"	"green"
"Zm00001eb093750"	"darkred"
"Zm00001eb231830"	"orange"
"Zm00001eb089800"	"blue"
"Zm00001eb076490"	"purple"
"Zm00001eb115830"	"green"
"Zm00001eb105510"	"green"
"Zm00001eb039770"	"greenyellow"
"Zm00001eb091400"	"magenta"
"Zm00001eb130820"	"yellow"
"Zm00001eb385960"	"pink"
"Zm00001eb401790"	"yellow"
"Zm00001eb174440"	"pink"
"Zm00001eb190340"	"blue"
"Zm00001eb267650"	"black"
"Zm00001eb247040"	"midnightblue"
"Zm00001eb340590"	"black"
"Zm00001eb150550"	"turquoise"
"Zm00001eb307010"	"purple"
"Zm00001eb096030"	"greenyellow"
"Zm00001eb385240"	"darkorange"
"Zm00001eb129490"	"royalblue"
"Zm00001eb414040"	"turquoise"
"Zm00001eb175560"	"sienna3"
"Zm00001eb315020"	"red"
"Zm00001eb214540"	"magenta"
"Zm00001eb287230"	"greenyellow"
"Zm00001eb043650"	"salmon"
"Zm00001eb087380"	"midnightblue"
"Zm00001eb282310"	"green"
"Zm00001eb306210"	"magenta"
"Zm00001eb367170"	"darkred"
"Zm00001eb395780"	"pink"
"Zm00001eb199970"	"yellow"
"Zm00001eb275230"	"green"
"Zm00001eb234680"	"red"
"Zm00001eb384890"	"red"
"Zm00001eb052290"	"darkmagenta"
"Zm00001eb325650"	"greenyellow"
"Zm00001eb217190"	"greenyellow"
"Zm00001eb279060"	"salmon"
"Zm00001eb027590"	"lightgreen"
"Zm00001eb267680"	"blue"
"Zm00001eb011920"	"blue"
"Zm00001eb177310"	"midnightblue"
"Zm00001eb411100"	"red"
"Zm00001eb086700"	"pink"
"Zm00001eb299990"	"black"
"Zm00001eb404760"	"lightsteelblue1"
"Zm00001eb130640"	"turquoise"
"Zm00001eb193140"	"pink"
"Zm00001eb241810"	"red"
"Zm00001eb067350"	"turquoise"
"Zm00001eb149980"	"midnightblue"
"Zm00001eb371020"	"magenta"
"Zm00001eb430580"	"tan"
"Zm00001eb270920"	"tan"
"Zm00001eb205990"	"lightcyan1"
"Zm00001eb231800"	"midnightblue"
"Zm00001eb105540"	"skyblue"
"Zm00001eb369520"	"yellow"
"Zm00001eb428350"	"blue"
"Zm00001eb252410"	"black"
"Zm00001eb200320"	"red"
"Zm00001eb107870"	"magenta"
"Zm00001eb359400"	"lightyellow"
"Zm00001eb417150"	"black"
"Zm00001eb282750"	"darkorange2"
"Zm00001eb071930"	"greenyellow"
"Zm00001eb040040"	"red"
"Zm00001eb216070"	"red"
"Zm00001eb362260"	"lightyellow"
"Zm00001eb176850"	"lightgreen"
"Zm00001eb211960"	"blue"
"Zm00001eb297290"	"magenta"
"Zm00001eb038310"	"green"
"Zm00001eb019210"	"salmon"
"Zm00001eb006530"	"purple"
"Zm00001eb234400"	"tan"
"Zm00001eb070200"	"blue"
"Zm00001eb120820"	"blue"
"Zm00001eb316630"	"yellow"
"Zm00001eb130200"	"blue"
"Zm00001eb350120"	"brown"
"Zm00001eb405390"	"red"
"Zm00001eb035370"	"honeydew1"
"Zm00001eb119320"	"yellow"
"Zm00001eb317480"	"green"
"Zm00001eb349830"	"purple"
"Zm00001eb410660"	"blue"
"Zm00001eb063690"	"red"
"Zm00001eb079540"	"green"
"Zm00001eb025410"	"salmon"
"Zm00001eb295830"	"black"
"Zm00001eb211900"	"red"
"Zm00001eb143170"	"salmon"
"Zm00001eb153830"	"blue"
"Zm00001eb024200"	"red"
"Zm00001eb081650"	"green"
"Zm00001eb414360"	"midnightblue"
"Zm00001eb419950"	"pink"
"Zm00001eb220360"	"violet"
"Zm00001eb168220"	"skyblue3"
"Zm00001eb378250"	"purple"
"Zm00001eb020970"	"pink"
"Zm00001eb335140"	"brown"
"Zm00001eb030420"	"darkgreen"
"Zm00001eb270300"	"red"
"Zm00001eb401250"	"yellow"
"Zm00001eb328720"	"turquoise"
"Zm00001eb337040"	"green"
"Zm00001eb210150"	"purple"
"Zm00001eb361000"	"red"
"Zm00001eb042130"	"black"
"Zm00001eb403050"	"green"
"Zm00001eb228670"	"black"
"Zm00001eb062330"	"pink"
"Zm00001eb253120"	"green"
"Zm00001eb273460"	"orangered4"
"Zm00001eb051870"	"magenta"
"Zm00001eb237960"	"magenta"
"Zm00001eb185510"	"pink"
"Zm00001eb048660"	"salmon"
"Zm00001eb135720"	"blue"
"Zm00001eb088500"	"lightyellow"
"Zm00001eb279840"	"turquoise"
"Zm00001eb228320"	"magenta"
"Zm00001eb067530"	"midnightblue"
"Zm00001eb105850"	"greenyellow"
"Zm00001eb080510"	"cyan"
"Zm00001eb359640"	"tan"
"Zm00001eb021040"	"blue"
"Zm00001eb129760"	"salmon"
"Zm00001eb269840"	"salmon"
"Zm00001eb396060"	"blue"
"Zm00001eb281500"	"yellow"
"Zm00001eb203620"	"lightyellow"
"Zm00001eb417810"	"yellow"
"Zm00001eb241690"	"green"
"Zm00001eb293360"	"turquoise"
"Zm00001eb030660"	"magenta"
"Zm00001eb003420"	"red"
"Zm00001eb393010"	"red"
"Zm00001eb194730"	"red"
"Zm00001eb232200"	"red"
"Zm00001eb065780"	"white"
"Zm00001eb298250"	"greenyellow"
"Zm00001eb019730"	"green"
"Zm00001eb279780"	"pink"
"Zm00001eb053790"	"green"
"Zm00001eb030390"	"red"
"Zm00001eb419550"	"green"
"Zm00001eb034840"	"greenyellow"
"Zm00001eb212160"	"red"
"Zm00001eb202180"	"pink"
"Zm00001eb252690"	"yellow"
"Zm00001eb355110"	"cyan"
"Zm00001eb287240"	"darkorange"
"Zm00001eb352310"	"yellow"
"Zm00001eb111740"	"yellow"
"Zm00001eb367890"	"blue"
"Zm00001eb079730"	"red"
"Zm00001eb358890"	"yellow"
"Zm00001eb268970"	"salmon"
"Zm00001eb154010"	"pink"
"Zm00001eb267430"	"green"
"Zm00001eb215920"	"purple"
"Zm00001eb129730"	"salmon"
"Zm00001eb081030"	"white"
"Zm00001eb218130"	"blue"
"Zm00001eb055050"	"yellowgreen"
"Zm00001eb364200"	"orange"
"Zm00001eb264960"	"turquoise"
"Zm00001eb255720"	"green"
"Zm00001eb008060"	"midnightblue"
"Zm00001eb342550"	"green"
"Zm00001eb007650"	"yellow"
"Zm00001eb137100"	"salmon"
"Zm00001eb064400"	"yellow"
"Zm00001eb386980"	"green"
"Zm00001eb357670"	"green"
"Zm00001eb309070"	"green"
"Zm00001eb032970"	"salmon"
"Zm00001eb045250"	"yellow"
"Zm00001eb076610"	"red"
"Zm00001eb252780"	"salmon"
"Zm00001eb420400"	"pink"
"Zm00001eb054250"	"green"
"Zm00001eb059090"	"blue"
"Zm00001eb160610"	"magenta"
"Zm00001eb390440"	"greenyellow"
"Zm00001eb165060"	"red"
"Zm00001eb206010"	"brown"
"Zm00001eb254260"	"blue"
"Zm00001eb381470"	"red"
"Zm00001eb259960"	"purple"
"Zm00001eb328770"	"blue"
"Zm00001eb101670"	"yellow"
"Zm00001eb362520"	"salmon"
"Zm00001eb058600"	"magenta"
"Zm00001eb355010"	"pink"
"Zm00001eb145810"	"magenta"
"Zm00001eb246600"	"grey60"
"Zm00001eb189980"	"red"
"Zm00001eb056540"	"magenta"
"Zm00001eb336890"	"brown"
"Zm00001eb244680"	"blue"
"Zm00001eb105900"	"pink"
"Zm00001eb406760"	"tan"
"Zm00001eb178180"	"plum1"
"Zm00001eb318770"	"turquoise"
"Zm00001eb400980"	"blue"
"Zm00001eb346960"	"purple"
"Zm00001eb096980"	"blue"
"Zm00001eb067370"	"pink"
"Zm00001eb114320"	"red"
"Zm00001eb084190"	"cyan"
"Zm00001eb221790"	"turquoise"
"Zm00001eb325830"	"pink"
"Zm00001eb169570"	"magenta"
"Zm00001eb000860"	"salmon"
"Zm00001eb278120"	"lightcyan"
"Zm00001eb414050"	"yellow"
"Zm00001eb025760"	"tan"
"Zm00001eb393840"	"pink"
"Zm00001eb259580"	"magenta"
"Zm00001eb148420"	"purple"
"Zm00001eb056890"	"blue"
"Zm00001eb061480"	"darkturquoise"
"Zm00001eb156500"	"purple"
"Zm00001eb039760"	"blue"
"Zm00001eb174610"	"lightgreen"
"Zm00001eb178540"	"midnightblue"
"Zm00001eb233060"	"blue"
"Zm00001eb348660"	"pink"
"Zm00001eb347490"	"magenta"
"Zm00001eb193170"	"salmon"
"Zm00001eb205430"	"yellow"
"Zm00001eb078700"	"yellow"
"Zm00001eb105890"	"pink"
"Zm00001eb180520"	"purple"
"Zm00001eb199230"	"midnightblue"
"Zm00001eb329550"	"lightgreen"
"Zm00001eb077220"	"greenyellow"
"Zm00001eb062070"	"yellow"
"Zm00001eb206100"	"blue"
"Zm00001eb428680"	"greenyellow"
"Zm00001eb126780"	"turquoise"
"Zm00001eb344750"	"blue"
"Zm00001eb169610"	"blue"
"Zm00001eb368270"	"lightyellow"
"Zm00001eb014640"	"floralwhite"
"Zm00001eb225000"	"red"
"Zm00001eb307340"	"purple"
"Zm00001eb355140"	"magenta"
"Zm00001eb335380"	"yellow"
"Zm00001eb380850"	"turquoise"
"Zm00001eb344340"	"yellow"
"Zm00001eb250480"	"yellow"
"Zm00001eb053960"	"green"
"Zm00001eb115650"	"brown"
"Zm00001eb090160"	"darkturquoise"
"Zm00001eb322530"	"floralwhite"
"Zm00001eb333210"	"blue"
"Zm00001eb253140"	"black"
"Zm00001eb249970"	"brown"
"Zm00001eb279340"	"green"
"Zm00001eb106460"	"blue"
"Zm00001eb284260"	"magenta"
"Zm00001eb254940"	"yellow"
"Zm00001eb298300"	"green"
"Zm00001eb240630"	"tan"
"Zm00001eb265040"	"black"
"Zm00001eb300880"	"skyblue3"
"Zm00001eb430360"	"purple"
"Zm00001eb277450"	"black"
"Zm00001eb078460"	"blue"
"Zm00001eb131590"	"darkturquoise"
"Zm00001eb433980"	"green"
"Zm00001eb025470"	"darkorange"
"Zm00001eb201230"	"lightyellow"
"Zm00001eb010700"	"green"
"Zm00001eb419390"	"tan"
"Zm00001eb227310"	"green"
"Zm00001eb094400"	"magenta"
"Zm00001eb188190"	"black"
"Zm00001eb066640"	"green"
"Zm00001eb323690"	"yellow"
"Zm00001eb245740"	"yellow"
"Zm00001eb091270"	"green"
"Zm00001eb362830"	"purple"
"Zm00001eb324090"	"black"
"Zm00001eb042230"	"magenta"
"Zm00001eb254510"	"black"
"Zm00001eb098770"	"green"
"Zm00001eb112310"	"magenta"
"Zm00001eb296220"	"red"
"Zm00001eb061070"	"green"
"Zm00001eb069600"	"red"
"Zm00001eb181990"	"red"
"Zm00001eb359130"	"darkgreen"
"Zm00001eb404110"	"turquoise"
"Zm00001eb431440"	"pink"
"Zm00001eb225790"	"turquoise"
"Zm00001eb143020"	"yellow"
"Zm00001eb290590"	"purple"
"Zm00001eb022080"	"sienna3"
"Zm00001eb124560"	"red"
"Zm00001eb023860"	"green"
"Zm00001eb044560"	"red"
"Zm00001eb305760"	"green"
"Zm00001eb253050"	"turquoise"
"Zm00001eb375130"	"yellow"
"Zm00001eb022670"	"green"
"Zm00001eb006210"	"salmon"
"Zm00001eb205710"	"green"
"Zm00001eb325800"	"magenta"
"Zm00001eb122880"	"pink"
"Zm00001eb343610"	"blue"
"Zm00001eb359110"	"black"
"Zm00001eb338420"	"salmon"
"Zm00001eb044970"	"darkturquoise"
"Zm00001eb005460"	"pink"
"Zm00001eb009110"	"pink"
"Zm00001eb423880"	"salmon"
"Zm00001eb251620"	"blue"
"Zm00001eb066150"	"greenyellow"
"Zm00001eb241090"	"yellow"
"Zm00001eb314300"	"darkturquoise"
"Zm00001eb346110"	"pink"
"Zm00001eb254060"	"greenyellow"
"Zm00001eb363430"	"magenta"
"Zm00001eb375430"	"turquoise"
"Zm00001eb051300"	"pink"
"Zm00001eb417200"	"pink"
"Zm00001eb275340"	"green"
"Zm00001eb248240"	"blue"
"Zm00001eb055030"	"salmon"
"Zm00001eb221280"	"darkturquoise"
"Zm00001eb039670"	"green"
"Zm00001eb356520"	"magenta"
"Zm00001eb166810"	"blue"
"Zm00001eb431210"	"darkred"
"Zm00001eb011490"	"turquoise"
"Zm00001eb095880"	"brown"
"Zm00001eb139060"	"yellow"
"Zm00001eb141910"	"turquoise"
"Zm00001eb403980"	"yellow"
"Zm00001eb356130"	"magenta"
"Zm00001eb090820"	"brown"
"Zm00001eb108620"	"magenta"
"Zm00001eb286750"	"purple"
"Zm00001eb401240"	"greenyellow"
"Zm00001eb145580"	"pink"
"Zm00001eb112740"	"red"
"Zm00001eb152750"	"red"
"Zm00001eb016020"	"blue"
"Zm00001eb228990"	"plum2"
"Zm00001eb329910"	"purple"
"Zm00001eb360320"	"tan"
"Zm00001eb278110"	"pink"
"Zm00001eb355350"	"green"
"Zm00001eb102200"	"greenyellow"
"Zm00001eb242360"	"red"
"Zm00001eb172040"	"pink"
"Zm00001eb237650"	"lightcyan"
"Zm00001eb408360"	"green"
"Zm00001eb181430"	"green"
"Zm00001eb266910"	"lightgreen"
"Zm00001eb127630"	"blue"
"Zm00001eb073400"	"lightyellow"
"Zm00001eb192980"	"purple"
"Zm00001eb009310"	"blue"
"Zm00001eb053530"	"black"
"Zm00001eb172410"	"yellow"
"Zm00001eb233830"	"green"
"Zm00001eb404370"	"steelblue"
"Zm00001eb198700"	"black"
"Zm00001eb145870"	"greenyellow"
"Zm00001eb316120"	"cyan"
"Zm00001eb296100"	"yellow"
"Zm00001eb168760"	"magenta"
"Zm00001eb246270"	"pink"
"Zm00001eb168550"	"white"
"Zm00001eb391700"	"green"
"Zm00001eb339070"	"red"
"Zm00001eb192960"	"pink"
"Zm00001eb241150"	"darkred"
"Zm00001eb001680"	"purple"
"Zm00001eb297260"	"blue"
"Zm00001eb176210"	"green"
"Zm00001eb044780"	"blue"
"Zm00001eb202590"	"green"
"Zm00001eb426700"	"green"
"Zm00001eb246530"	"purple"
"Zm00001eb116250"	"greenyellow"
"Zm00001eb259590"	"magenta"
"Zm00001eb314600"	"greenyellow"
"Zm00001eb316500"	"red"
"Zm00001eb251610"	"blue"
"Zm00001eb380680"	"greenyellow"
"Zm00001eb304090"	"green"
"Zm00001eb145500"	"purple"
"Zm00001eb340270"	"green"
"Zm00001eb051130"	"red"
"Zm00001eb218860"	"yellow"
"Zm00001eb332650"	"black"
"Zm00001eb073660"	"magenta"
"Zm00001eb117080"	"yellow"
"Zm00001eb161490"	"midnightblue"
"Zm00001eb243810"	"yellow"
"Zm00001eb183390"	"darkorange2"
"Zm00001eb210450"	"darkolivegreen"
"Zm00001eb422590"	"turquoise"
"Zm00001eb015890"	"black"
"Zm00001eb105410"	"green"
"Zm00001eb014890"	"blue"
"Zm00001eb102480"	"magenta"
"Zm00001eb043440"	"green"
"Zm00001eb043910"	"salmon"
"Zm00001eb011450"	"bisque4"
"Zm00001eb300970"	"brown"
"Zm00001eb020680"	"red"
"Zm00001eb078730"	"turquoise"
"Zm00001eb021320"	"turquoise"
"Zm00001eb124270"	"purple"
"Zm00001eb020690"	"red"
"Zm00001eb330040"	"midnightblue"
"Zm00001eb105030"	"magenta"
"Zm00001eb367840"	"turquoise"
"Zm00001eb135810"	"blue"
"Zm00001eb190630"	"tan"
"Zm00001eb152250"	"greenyellow"
"Zm00001eb267580"	"pink"
"Zm00001eb145750"	"lightgreen"
"Zm00001eb039000"	"purple"
"Zm00001eb402540"	"yellow"
"Zm00001eb006770"	"pink"
"Zm00001eb415580"	"brown"
"Zm00001eb071720"	"turquoise"
"Zm00001eb145400"	"pink"
"Zm00001eb385210"	"turquoise"
"Zm00001eb265810"	"green"
"Zm00001eb025420"	"salmon"
"Zm00001eb364470"	"yellow"
"Zm00001eb421400"	"darkgrey"
"Zm00001eb063810"	"blue"
"Zm00001eb272750"	"lightpink4"
"Zm00001eb297460"	"green"
"Zm00001eb187150"	"darkslateblue"
"Zm00001eb230800"	"pink"
"Zm00001eb075940"	"cyan"
"Zm00001eb432730"	"purple"
"Zm00001eb300780"	"green"
"Zm00001eb057150"	"darkgrey"
"Zm00001eb359510"	"royalblue"
"Zm00001eb212820"	"tan"
"Zm00001eb389750"	"greenyellow"
"Zm00001eb334070"	"yellow"
"Zm00001eb069330"	"salmon"
"Zm00001eb282900"	"green"
"Zm00001eb018970"	"red"
"Zm00001eb290580"	"bisque4"
"Zm00001eb174520"	"red"
"Zm00001eb294800"	"blue"
"Zm00001eb076780"	"green"
"Zm00001eb025560"	"lightgreen"
"Zm00001eb093280"	"blue"
"Zm00001eb206740"	"pink"
"Zm00001eb229450"	"turquoise"
"Zm00001eb288540"	"darkorange"
"Zm00001eb274950"	"magenta"
"Zm00001eb224440"	"black"
"Zm00001eb228530"	"ivory"
"Zm00001eb340940"	"saddlebrown"
"Zm00001eb035260"	"blue"
"Zm00001eb159440"	"magenta"
"Zm00001eb171020"	"pink"
"Zm00001eb369940"	"yellow"
"Zm00001eb325570"	"lightcyan"
"Zm00001eb037330"	"green"
"Zm00001eb391660"	"turquoise"
"Zm00001eb061400"	"darkolivegreen"
"Zm00001eb013640"	"yellow"
"Zm00001eb404560"	"red"
"Zm00001eb064860"	"pink"
"Zm00001eb037640"	"purple"
"Zm00001eb319820"	"red"
"Zm00001eb112480"	"black"
"Zm00001eb428660"	"black"
"Zm00001eb135830"	"lightsteelblue1"
"Zm00001eb379470"	"purple"
"Zm00001eb211330"	"yellow"
"Zm00001eb158850"	"brown"
"Zm00001eb148610"	"yellow"
"Zm00001eb156750"	"sienna3"
"Zm00001eb016240"	"green"
"Zm00001eb005130"	"steelblue"
"Zm00001eb191230"	"skyblue3"
"Zm00001eb173260"	"magenta"
"Zm00001eb386630"	"thistle2"
"Zm00001eb408330"	"yellow"
"Zm00001eb280580"	"salmon"
"Zm00001eb404850"	"salmon"
"Zm00001eb360900"	"yellow"
"Zm00001eb128810"	"blue"
"Zm00001eb392890"	"brown"
"Zm00001eb270370"	"red"
"Zm00001eb243380"	"black"
"Zm00001eb025300"	"darkturquoise"
"Zm00001eb105550"	"blue"
"Zm00001eb423640"	"red"
"Zm00001eb118820"	"pink"
"Zm00001eb236360"	"violet"
"Zm00001eb031790"	"midnightblue"
"Zm00001eb222160"	"greenyellow"
"Zm00001eb002520"	"brown"
"Zm00001eb420640"	"green"
"Zm00001eb400490"	"yellow"
"Zm00001eb114200"	"greenyellow"
"Zm00001eb375730"	"yellow"
"Zm00001eb148030"	"salmon"
"Zm00001eb193100"	"darkturquoise"
"Zm00001eb205550"	"darkorange"
"Zm00001eb232260"	"red"
"Zm00001eb026500"	"salmon"
"Zm00001eb050140"	"yellow"
"Zm00001eb068110"	"magenta"
"Zm00001eb310480"	"turquoise"
"Zm00001eb379830"	"bisque4"
"Zm00001eb137050"	"midnightblue"
"Zm00001eb000870"	"purple"
"Zm00001eb037420"	"green"
"Zm00001eb407550"	"salmon"
"Zm00001eb273940"	"turquoise"
"Zm00001eb379990"	"cyan"
"Zm00001eb081110"	"brown"
"Zm00001eb033160"	"green"
"Zm00001eb198730"	"tan"
"Zm00001eb233730"	"green"
"Zm00001eb414030"	"yellow"
"Zm00001eb394210"	"salmon"
"Zm00001eb008460"	"lightcyan"
"Zm00001eb304250"	"yellow"
"Zm00001eb214670"	"blue"
"Zm00001eb026710"	"red"
"Zm00001eb318620"	"brown"
"Zm00001eb151710"	"blue"
"Zm00001eb311680"	"blue"
"Zm00001eb178290"	"white"
"Zm00001eb255990"	"blue"
"Zm00001eb360890"	"greenyellow"
"Zm00001eb390590"	"green"
"Zm00001eb157070"	"green"
"Zm00001eb152680"	"lightyellow"
"Zm00001eb306350"	"magenta"
"Zm00001eb116400"	"turquoise"
"Zm00001eb234170"	"blue"
"Zm00001eb417090"	"pink"
"Zm00001eb396830"	"green"
