ENSEMBL_GeneID	C_24_Tol	T_24_Tol
Zm00001eb254350	353	648
Zm00001eb043120	476	218
Zm00001eb312300	684	442
Zm00001eb218850	822	579
Zm00001eb286960	419	121
Zm00001eb123330	666	448
Zm00001eb389900	532	554
Zm00001eb328090	471	295
Zm00001eb061280	369	560
Zm00001eb417520	233	155
Zm00001eb016540	636	534
Zm00001eb184500	785	642
Zm00001eb335850	570	468
Zm00001eb096170	803	454
Zm00001eb154300	651	390
Zm00001eb319380	691	382
Zm00001eb378690	481	419
Zm00001eb013510	593	552
Zm00001eb427660	612	331
Zm00001eb015040	599	492
Zm00001eb029590	645	503
Zm00001eb345720	829	911
Zm00001eb013360	129	135
Zm00001eb275690	880	523
Zm00001eb103370	502	471
Zm00001eb243270	782	437
Zm00001eb277560	586	484
Zm00001eb065550	792	575
Zm00001eb316290	1627	254
Zm00001eb360430	544	448
Zm00001eb144980	942	329
Zm00001eb326960	529	437
Zm00001eb033590	556	375
Zm00001eb268060	505	796
Zm00001eb259160	668	287
Zm00001eb368330	759	574
Zm00001eb104210	502	288
Zm00001eb220110	906	709
Zm00001eb249440	432	377
Zm00001eb191180	761	488
Zm00001eb233910	497	515
Zm00001eb338010	798	337
Zm00001eb057500	551	501
Zm00001eb404510	669	292
Zm00001eb141310	690	633
Zm00001eb143990	650	515
Zm00001eb019240	782	276
Zm00001eb093120	536	419
Zm00001eb114770	730	501
Zm00001eb157520	664	611
Zm00001eb161280	563	1091
Zm00001eb416660	560	325
Zm00001eb160700	609	219
Zm00001eb014820	394	338
Zm00001eb237460	763	360
Zm00001eb268480	666	475
Zm00001eb376680	692	481
Zm00001eb014240	555	413
Zm00001eb265340	1482	832
Zm00001eb251060	725	574
Zm00001eb378870	528	336
Zm00001eb098250	594	559
Zm00001eb420920	415	506
Zm00001eb020420	574	499
Zm00001eb112560	684	323
Zm00001eb190670	745	535
Zm00001eb220600	1119	372
Zm00001eb255340	910	594
Zm00001eb372220	852	552
Zm00001eb326000	382	419
Zm00001eb332030	752	298
Zm00001eb366610	673	572
Zm00001eb372900	437	429
Zm00001eb182310	878	536
Zm00001eb200770	826	494
Zm00001eb290190	436	404
Zm00001eb029990	717	335
Zm00001eb080440	510	226
Zm00001eb331780	446	423
Zm00001eb206670	612	1573
Zm00001eb372070	818	744
Zm00001eb226110	798	518
Zm00001eb001240	498	540
Zm00001eb033790	510	702
Zm00001eb363130	413	464
Zm00001eb080970	613	384
Zm00001eb112470	1216	787
Zm00001eb122780	808	664
Zm00001eb260910	675	491
Zm00001eb268840	518	520
Zm00001eb248160	731	553
Zm00001eb282250	772	586
Zm00001eb425190	686	533
Zm00001eb334900	807	374
Zm00001eb035700	960	501
Zm00001eb190530	533	246
Zm00001eb234380	679	472
Zm00001eb194510	612	490
Zm00001eb079080	566	219
Zm00001eb417020	604	546
Zm00001eb210590	907	584
Zm00001eb025500	676	402
Zm00001eb348870	625	346
Zm00001eb367160	1020	311
Zm00001eb421200	602	285
Zm00001eb044620	351	217
Zm00001eb082910	694	564
Zm00001eb214920	666	587
Zm00001eb239920	490	240
Zm00001eb251290	629	549
Zm00001eb375010	393	425
Zm00001eb237020	548	257
Zm00001eb374630	1234	423
Zm00001eb161110	329	418
Zm00001eb211500	626	523
Zm00001eb268450	311	294
Zm00001eb301000	593	321
Zm00001eb292280	599	541
Zm00001eb081510	510	500
Zm00001eb216160	581	534
Zm00001eb279660	340	510
Zm00001eb407750	398	289
Zm00001eb026930	760	375
Zm00001eb064790	790	721
Zm00001eb332400	362	557
Zm00001eb229950	744	645
Zm00001eb135120	423	308
Zm00001eb136080	791	308
Zm00001eb049800	612	601
Zm00001eb420650	670	272
Zm00001eb133570	559	506
Zm00001eb141270	620	281
Zm00001eb267070	532	350
Zm00001eb297330	744	292
Zm00001eb322380	781	491
Zm00001eb375210	523	381
Zm00001eb109870	747	656
Zm00001eb365590	294	457
Zm00001eb366350	518	612
Zm00001eb252680	601	353
Zm00001eb314610	469	1386
Zm00001eb150380	816	524
Zm00001eb197150	601	613
Zm00001eb280670	896	458
Zm00001eb140820	577	453
Zm00001eb300710	686	554
Zm00001eb368400	635	810
Zm00001eb114050	1369	867
Zm00001eb290300	539	552
Zm00001eb248310	654	348
Zm00001eb268510	745	564
Zm00001eb316050	882	596
Zm00001eb398150	812	594
Zm00001eb240820	433	299
Zm00001eb337020	493	566
Zm00001eb054940	558	607
Zm00001eb043230	807	544
Zm00001eb023830	503	371
Zm00001eb139920	372	354
Zm00001eb185640	840	637
Zm00001eb282600	670	492
Zm00001eb255610	541	554
Zm00001eb038700	674	711
Zm00001eb173660	350	391
Zm00001eb308660	589	579
Zm00001eb369170	330	377
Zm00001eb247070	707	513
Zm00001eb352710	751	345
Zm00001eb006150	733	715
Zm00001eb139180	693	413
Zm00001eb199960	613	484
Zm00001eb121110	648	543
Zm00001eb233280	724	962
Zm00001eb320280	983	574
Zm00001eb184480	672	533
Zm00001eb342490	611	426
Zm00001eb138750	728	344
Zm00001eb311430	702	512
Zm00001eb402660	435	611
Zm00001eb031800	532	461
Zm00001eb185570	653	160
Zm00001eb402060	310	244
Zm00001eb179030	154	98
Zm00001eb236320	697	446
Zm00001eb012590	416	646
Zm00001eb347770	592	582
Zm00001eb374910	712	421
Zm00001eb221260	653	547
Zm00001eb203350	593	567
Zm00001eb011580	756	526
Zm00001eb215980	597	391
Zm00001eb121210	645	763
Zm00001eb187060	519	558
Zm00001eb255540	407	507
Zm00001eb149960	885	559
Zm00001eb260940	1032	563
Zm00001eb397440	444	386
Zm00001eb058370	433	256
Zm00001eb327340	603	446
Zm00001eb041560	472	420
Zm00001eb059620	831	590
Zm00001eb292710	561	517
Zm00001eb173060	560	429
Zm00001eb254570	432	398
Zm00001eb273050	787	510
Zm00001eb100160	521	564
Zm00001eb317300	1171	545
Zm00001eb109440	144	1239
Zm00001eb253510	796	498
Zm00001eb272850	1390	927
Zm00001eb105960	663	336
Zm00001eb127670	859	371
Zm00001eb417960	485	486
Zm00001eb206520	653	541
Zm00001eb085770	438	305
Zm00001eb363730	552	427
Zm00001eb259870	633	599
Zm00001eb371090	685	385
Zm00001eb046510	523	346
Zm00001eb227810	695	606
Zm00001eb050040	825	485
Zm00001eb108850	370	106
Zm00001eb114480	601	400
Zm00001eb267130	602	478
Zm00001eb187750	928	404
Zm00001eb379510	709	489
Zm00001eb260530	754	467
Zm00001eb431660	1424	816
Zm00001eb042600	785	494
Zm00001eb206480	635	459
Zm00001eb054150	578	531
Zm00001eb075670	660	280
Zm00001eb221100	500	501
Zm00001eb065000	618	422
Zm00001eb069120	657	462
Zm00001eb214820	239	125
Zm00001eb079790	261	190
Zm00001eb229390	496	400
Zm00001eb332200	1305	833
Zm00001eb169710	379	195
Zm00001eb239670	823	462
Zm00001eb075190	708	438
Zm00001eb010310	563	456
Zm00001eb133070	802	761
Zm00001eb066990	646	567
Zm00001eb360540	571	468
Zm00001eb012380	671	383
Zm00001eb076700	770	459
Zm00001eb285980	806	624
Zm00001eb287490	589	453
Zm00001eb363090	617	556
Zm00001eb229400	925	626
Zm00001eb255300	534	530
Zm00001eb158710	782	555
Zm00001eb179780	437	485
Zm00001eb070050	722	642
Zm00001eb007800	770	511
Zm00001eb379630	347	622
Zm00001eb148430	700	363
Zm00001eb017340	718	397
Zm00001eb394220	1266	353
Zm00001eb217230	776	625
Zm00001eb001810	347	294
Zm00001eb205050	412	427
Zm00001eb418000	861	617
Zm00001eb156570	311	681
Zm00001eb236510	855	498
Zm00001eb318870	616	474
Zm00001eb069630	981	834
Zm00001eb331090	549	440
Zm00001eb184110	289	344
Zm00001eb363950	571	685
Zm00001eb212580	607	305
Zm00001eb323880	418	602
Zm00001eb047810	673	322
Zm00001eb235580	634	482
Zm00001eb267290	571	658
Zm00001eb163950	562	385
Zm00001eb122180	721	545
Zm00001eb155940	521	350
Zm00001eb275620	608	518
Zm00001eb357000	582	429
Zm00001eb230170	619	443
Zm00001eb122560	847	616
Zm00001eb218390	878	604
Zm00001eb222590	377	314
Zm00001eb240970	698	504
Zm00001eb350830	445	331
Zm00001eb007240	681	475
Zm00001eb359240	635	182
Zm00001eb423510	521	573
Zm00001eb304620	560	704
Zm00001eb278300	646	450
Zm00001eb432230	585	472
Zm00001eb296690	405	434
Zm00001eb065760	873	381
Zm00001eb072870	525	755
Zm00001eb269990	579	664
Zm00001eb286040	488	528
Zm00001eb219310	627	510
Zm00001eb135900	484	338
Zm00001eb008520	583	515
Zm00001eb140030	707	820
Zm00001eb211730	338	375
Zm00001eb412930	549	448
Zm00001eb164300	512	279
Zm00001eb251250	481	462
Zm00001eb359080	986	327
Zm00001eb050910	840	496
Zm00001eb214110	287	714
Zm00001eb392580	446	288
Zm00001eb124550	451	382
Zm00001eb283760	858	656
Zm00001eb410820	580	571
Zm00001eb323930	1140	276
Zm00001eb409840	542	562
Zm00001eb431240	850	615
Zm00001eb028930	907	445
Zm00001eb157130	733	476
Zm00001eb336130	635	454
Zm00001eb037360	458	326
Zm00001eb128420	754	499
Zm00001eb158690	1180	209
Zm00001eb019160	1158	623
Zm00001eb139850	510	461
Zm00001eb128190	572	357
Zm00001eb189420	640	650
Zm00001eb115600	748	456
Zm00001eb115900	764	201
Zm00001eb042260	722	252
Zm00001eb252060	419	296
Zm00001eb071890	343	584
Zm00001eb351230	603	452
Zm00001eb097400	554	426
Zm00001eb102850	389	378
Zm00001eb067910	371	280
Zm00001eb113350	716	773
Zm00001eb029510	731	574
Zm00001eb047510	819	605
Zm00001eb357210	614	251
Zm00001eb359650	897	479
Zm00001eb162270	690	364
Zm00001eb004050	742	663
Zm00001eb068350	537	581
Zm00001eb015570	356	239
Zm00001eb295370	694	528
Zm00001eb363330	539	426
Zm00001eb377470	764	420
Zm00001eb217900	642	535
Zm00001eb315460	752	582
Zm00001eb340280	1062	614
Zm00001eb184870	324	489
Zm00001eb237640	519	554
Zm00001eb152350	954	653
Zm00001eb402600	319	265
Zm00001eb096750	831	324
Zm00001eb080700	709	209
Zm00001eb001640	1024	535
Zm00001eb370120	696	430
Zm00001eb143230	567	374
Zm00001eb097740	519	387
Zm00001eb142190	571	396
Zm00001eb180480	540	385
Zm00001eb187900	747	261
Zm00001eb217020	622	464
Zm00001eb220380	754	529
Zm00001eb413150	577	445
Zm00001eb413700	360	314
Zm00001eb025390	591	512
Zm00001eb282590	547	395
Zm00001eb011380	760	470
Zm00001eb047740	1150	858
Zm00001eb358930	256	417
Zm00001eb105300	548	459
Zm00001eb335320	577	289
Zm00001eb383060	507	704
Zm00001eb146520	482	483
Zm00001eb224690	558	579
Zm00001eb367250	1311	869
Zm00001eb028290	412	259
Zm00001eb132960	525	489
Zm00001eb139710	691	455
Zm00001eb190410	634	205
Zm00001eb283610	644	256
Zm00001eb003580	588	401
Zm00001eb086030	318	810
Zm00001eb198080	935	917
Zm00001eb223140	725	451
Zm00001eb288390	836	279
Zm00001eb334920	398	753
Zm00001eb179710	193	262
Zm00001eb254190	842	366
Zm00001eb037470	802	339
Zm00001eb083720	579	456
Zm00001eb131080	605	412
Zm00001eb029550	472	442
Zm00001eb085570	574	408
Zm00001eb181820	713	481
Zm00001eb284870	768	575
Zm00001eb391740	602	262
Zm00001eb062210	651	591
Zm00001eb182380	547	445
Zm00001eb425120	672	780
Zm00001eb429100	517	281
Zm00001eb289320	377	156
Zm00001eb004780	765	572
Zm00001eb045620	645	484
Zm00001eb014980	490	354
Zm00001eb196180	447	609
Zm00001eb282780	623	516
Zm00001eb288920	369	293
Zm00001eb382060	950	362
Zm00001eb316610	551	262
Zm00001eb092100	841	336
Zm00001eb413820	663	414
Zm00001eb104280	628	487
Zm00001eb211910	584	666
Zm00001eb277550	513	351
Zm00001eb198670	593	428
Zm00001eb377300	830	560
Zm00001eb177870	469	292
Zm00001eb333990	485	509
Zm00001eb422840	558	402
Zm00001eb177940	556	449
Zm00001eb180650	557	532
Zm00001eb062920	673	522
Zm00001eb099850	367	316
Zm00001eb329230	546	476
Zm00001eb072270	711	737
Zm00001eb138890	511	423
Zm00001eb287130	549	443
Zm00001eb275410	864	462
Zm00001eb342340	402	317
Zm00001eb082920	777	476
Zm00001eb120760	592	706
Zm00001eb148240	708	316
Zm00001eb245250	684	700
Zm00001eb052730	839	438
Zm00001eb080810	730	557
Zm00001eb212760	457	421
Zm00001eb282130	567	496
Zm00001eb332380	590	444
Zm00001eb279160	546	541
Zm00001eb149180	757	448
Zm00001eb174100	601	378
Zm00001eb325970	705	481
Zm00001eb336460	336	562
Zm00001eb007220	515	488
Zm00001eb030110	406	288
Zm00001eb333500	986	597
Zm00001eb284460	244	151
Zm00001eb384670	915	370
Zm00001eb397100	782	761
Zm00001eb059210	598	400
Zm00001eb207940	842	651
Zm00001eb248500	734	129
Zm00001eb266250	555	494
Zm00001eb314710	377	253
Zm00001eb322350	867	493
Zm00001eb392000	695	369
Zm00001eb285080	542	395
Zm00001eb294210	767	369
Zm00001eb064480	357	239
Zm00001eb288700	320	235
Zm00001eb332130	540	455
Zm00001eb346280	915	331
Zm00001eb427290	515	348
Zm00001eb223300	461	709
Zm00001eb000550	577	456
Zm00001eb113310	1002	855
Zm00001eb391070	524	444
Zm00001eb007150	816	695
Zm00001eb349360	453	360
Zm00001eb365840	498	260
Zm00001eb107270	505	727
Zm00001eb208810	759	753
Zm00001eb285060	603	502
Zm00001eb351820	406	441
Zm00001eb191680	383	443
Zm00001eb092180	659	567
Zm00001eb063510	783	409
Zm00001eb249690	595	810
Zm00001eb386330	568	464
Zm00001eb397670	771	280
Zm00001eb171260	779	419
Zm00001eb273320	975	556
Zm00001eb284000	524	520
Zm00001eb316660	613	460
Zm00001eb274050	626	417
Zm00001eb052690	684	672
Zm00001eb253740	527	446
Zm00001eb378550	566	429
Zm00001eb235240	999	338
Zm00001eb425130	85	759
Zm00001eb288250	396	190
Zm00001eb061200	393	519
Zm00001eb215060	554	490
Zm00001eb017630	495	328
Zm00001eb065580	331	382
Zm00001eb193950	420	370
Zm00001eb255490	488	166
Zm00001eb358040	638	415
Zm00001eb059170	415	353
Zm00001eb252420	755	356
Zm00001eb294830	344	436
Zm00001eb429120	630	473
Zm00001eb052960	464	617
Zm00001eb165180	546	183
Zm00001eb335690	644	374
Zm00001eb323280	395	641
Zm00001eb414970	749	655
Zm00001eb009430	467	501
Zm00001eb417060	1151	1021
Zm00001eb168260	651	393
Zm00001eb093390	618	512
Zm00001eb417410	549	579
Zm00001eb107190	523	551
Zm00001eb110910	650	574
Zm00001eb064340	597	575
Zm00001eb369700	497	431
Zm00001eb021820	368	370
Zm00001eb207820	730	578
Zm00001eb311870	503	278
Zm00001eb375120	537	2053
Zm00001eb377450	338	370
Zm00001eb056720	629	646
Zm00001eb088190	567	405
Zm00001eb138360	612	363
Zm00001eb307090	575	426
Zm00001eb330210	523	379
Zm00001eb156560	832	487
Zm00001eb194980	516	288
Zm00001eb361130	635	462
Zm00001eb110920	832	641
Zm00001eb173170	377	471
Zm00001eb057700	1005	375
Zm00001eb174530	654	600
Zm00001eb190390	568	646
Zm00001eb295670	256	196
Zm00001eb408070	556	194
Zm00001eb011630	642	401
Zm00001eb223190	489	316
Zm00001eb250390	452	440
Zm00001eb047280	544	302
Zm00001eb386530	744	534
Zm00001eb110770	496	535
Zm00001eb253620	596	567
Zm00001eb281360	538	477
Zm00001eb378470	653	323
Zm00001eb407790	664	533
Zm00001eb126880	685	333
Zm00001eb300410	415	422
Zm00001eb015820	762	474
Zm00001eb228010	465	413
Zm00001eb311320	611	453
Zm00001eb328260	755	428
Zm00001eb232030	696	703
Zm00001eb193910	591	195
Zm00001eb117300	456	366
Zm00001eb169100	645	614
Zm00001eb249490	529	737
Zm00001eb202350	345	306
Zm00001eb298080	651	391
Zm00001eb084970	523	536
Zm00001eb205130	785	595
Zm00001eb416220	447	394
Zm00001eb023600	586	152
Zm00001eb055400	165	258
Zm00001eb238890	552	461
Zm00001eb363050	539	515
Zm00001eb132150	425	396
Zm00001eb030470	841	442
Zm00001eb006850	674	357
Zm00001eb119900	164	294
Zm00001eb280690	1097	393
Zm00001eb294650	557	242
Zm00001eb300920	601	381
Zm00001eb196230	538	480
Zm00001eb197530	491	435
Zm00001eb255380	646	597
Zm00001eb276990	446	444
Zm00001eb300170	473	362
Zm00001eb072740	640	424
Zm00001eb119890	547	411
Zm00001eb041900	594	402
Zm00001eb191130	658	535
Zm00001eb397150	516	342
Zm00001eb434210	474	479
Zm00001eb169630	855	573
Zm00001eb252490	236	273
Zm00001eb321530	561	450
Zm00001eb294810	571	383
Zm00001eb178000	625	212
Zm00001eb209470	642	452
Zm00001eb238000	577	442
Zm00001eb041790	588	503
Zm00001eb324540	794	432
Zm00001eb410980	0	0
Zm00001eb179690	553	582
Zm00001eb232860	737	511
Zm00001eb256260	289	625
Zm00001eb434520	496	544
Zm00001eb053010	411	269
Zm00001eb121410	433	246
Zm00001eb230940	479	524
Zm00001eb071590	370	272
Zm00001eb208180	733	432
Zm00001eb045640	557	455
Zm00001eb129510	480	396
Zm00001eb168720	849	687
Zm00001eb297310	532	425
Zm00001eb428750	507	516
Zm00001eb028220	721	287
Zm00001eb075960	698	566
Zm00001eb204290	385	183
Zm00001eb063650	469	337
Zm00001eb198560	656	280
Zm00001eb429110	640	357
Zm00001eb255200	278	301
Zm00001eb075210	217	87
Zm00001eb098980	645	358
Zm00001eb377900	655	517
Zm00001eb406780	565	455
Zm00001eb345540	628	488
Zm00001eb404430	415	242
Zm00001eb054800	318	227
Zm00001eb145370	647	443
Zm00001eb155670	658	379
Zm00001eb200170	601	533
Zm00001eb264760	912	549
Zm00001eb271280	854	363
Zm00001eb410830	954	893
Zm00001eb042980	622	364
Zm00001eb356340	564	488
Zm00001eb199820	473	562
Zm00001eb244400	459	626
Zm00001eb009540	704	741
Zm00001eb326350	392	279
Zm00001eb371730	618	411
Zm00001eb014850	503	369
Zm00001eb308760	561	453
Zm00001eb350240	495	370
Zm00001eb320540	554	595
Zm00001eb110060	226	147
Zm00001eb338000	433	191
Zm00001eb370470	470	509
Zm00001eb390820	634	829
Zm00001eb064670	376	156
Zm00001eb184160	484	385
Zm00001eb364870	626	178
Zm00001eb156550	614	481
Zm00001eb401160	336	338
Zm00001eb288430	829	533
Zm00001eb335940	784	479
Zm00001eb362160	592	340
Zm00001eb167140	535	271
Zm00001eb204010	757	448
Zm00001eb168050	686	495
Zm00001eb235270	698	511
Zm00001eb291040	1169	961
Zm00001eb095790	556	291
Zm00001eb329630	604	641
Zm00001eb413280	433	551
Zm00001eb182550	462	489
Zm00001eb317420	677	605
Zm00001eb157590	620	607
Zm00001eb244080	517	494
Zm00001eb338610	585	350
Zm00001eb418070	607	683
Zm00001eb038160	646	406
Zm00001eb151220	750	296
Zm00001eb152830	576	281
Zm00001eb155560	488	610
Zm00001eb293510	347	902
Zm00001eb006450	781	454
Zm00001eb200920	587	388
Zm00001eb394470	581	427
Zm00001eb266560	631	293
Zm00001eb283380	1212	485
Zm00001eb320300	694	292
Zm00001eb249100	519	238
Zm00001eb082620	675	590
Zm00001eb298940	779	538
Zm00001eb357490	410	627
Zm00001eb009960	554	456
Zm00001eb064590	723	605
Zm00001eb243640	528	325
Zm00001eb354560	521	506
Zm00001eb307260	691	457
Zm00001eb334630	599	321
Zm00001eb422180	389	345
Zm00001eb046350	480	382
Zm00001eb273260	707	232
Zm00001eb198640	634	477
Zm00001eb253720	1070	496
Zm00001eb048020	834	287
Zm00001eb292270	482	613
Zm00001eb121380	700	395
Zm00001eb067460	487	453
Zm00001eb169990	491	733
Zm00001eb239770	581	370
Zm00001eb303690	313	528
Zm00001eb343980	861	505
Zm00001eb388550	639	228
Zm00001eb077770	798	518
Zm00001eb237170	896	565
Zm00001eb392190	694	235
Zm00001eb420070	617	388
Zm00001eb061640	522	464
Zm00001eb121640	479	332
Zm00001eb329870	820	488
Zm00001eb085540	602	441
Zm00001eb242410	797	320
Zm00001eb120810	1042	508
Zm00001eb200940	545	512
Zm00001eb373700	515	785
Zm00001eb188390	500	537
Zm00001eb173640	416	453
Zm00001eb207770	503	273
Zm00001eb287870	369	511
Zm00001eb050850	510	271
Zm00001eb289160	705	518
Zm00001eb152670	855	330
Zm00001eb313460	373	264
Zm00001eb266060	795	477
Zm00001eb150160	610	298
Zm00001eb108840	506	301
Zm00001eb297510	452	516
Zm00001eb309730	512	480
Zm00001eb349540	441	483
Zm00001eb410840	591	434
Zm00001eb383810	448	437
Zm00001eb006660	419	388
Zm00001eb112020	365	450
Zm00001eb285910	544	265
Zm00001eb030250	343	416
Zm00001eb049300	570	396
Zm00001eb079290	729	577
Zm00001eb301470	883	975
Zm00001eb378900	798	572
Zm00001eb054370	497	466
Zm00001eb106140	489	147
Zm00001eb254280	581	595
Zm00001eb196940	256	69
Zm00001eb215320	669	338
Zm00001eb342080	756	440
Zm00001eb049840	517	471
Zm00001eb174130	606	400
Zm00001eb015550	705	449
Zm00001eb045930	727	242
Zm00001eb189400	591	469
Zm00001eb286430	477	315
Zm00001eb354540	301	232
Zm00001eb402330	586	368
Zm00001eb395380	405	257
Zm00001eb234310	479	452
Zm00001eb238340	360	580
Zm00001eb031170	685	318
Zm00001eb421020	413	660
Zm00001eb397090	443	344
Zm00001eb026580	792	548
Zm00001eb391240	349	477
Zm00001eb022380	814	357
Zm00001eb246420	545	461
Zm00001eb200180	718	326
Zm00001eb357040	552	453
Zm00001eb320470	335	383
Zm00001eb227160	512	388
Zm00001eb331950	792	517
Zm00001eb147330	524	549
Zm00001eb241230	625	307
Zm00001eb047760	679	261
Zm00001eb075450	705	205
Zm00001eb175550	627	348
Zm00001eb232590	501	157
Zm00001eb398050	565	464
Zm00001eb367730	682	428
Zm00001eb433220	290	403
Zm00001eb123170	307	639
Zm00001eb133280	517	398
Zm00001eb288370	556	321
Zm00001eb049950	651	263
Zm00001eb038400	445	415
Zm00001eb140480	622	465
Zm00001eb212940	374	426
Zm00001eb129020	563	343
Zm00001eb183200	429	363
Zm00001eb295740	527	248
Zm00001eb045340	370	220
Zm00001eb067010	747	809
Zm00001eb131600	825	502
Zm00001eb062930	583	439
Zm00001eb289500	345	534
Zm00001eb337650	727	331
Zm00001eb366850	734	445
Zm00001eb212530	477	375
Zm00001eb213180	936	383
Zm00001eb264580	632	459
Zm00001eb392160	486	525
Zm00001eb308340	508	375
Zm00001eb341680	504	392
Zm00001eb028820	428	508
Zm00001eb054790	902	775
Zm00001eb264470	532	567
Zm00001eb269190	672	335
Zm00001eb311820	902	431
Zm00001eb315870	545	357
Zm00001eb088930	506	645
Zm00001eb351150	591	224
Zm00001eb427060	249	381
Zm00001eb048510	485	370
Zm00001eb144290	629	379
Zm00001eb392270	592	336
Zm00001eb432880	294	136
Zm00001eb026540	310	300
Zm00001eb035040	588	398
Zm00001eb040730	461	376
Zm00001eb017050	507	466
Zm00001eb227920	440	372
Zm00001eb265290	582	462
Zm00001eb277490	469	238
Zm00001eb345890	378	339
Zm00001eb042310	416	161
Zm00001eb252580	514	842
Zm00001eb324200	533	489
Zm00001eb051510	260	227
Zm00001eb398000	538	406
Zm00001eb072480	590	333
Zm00001eb228100	349	146
Zm00001eb055620	571	227
Zm00001eb110610	487	297
Zm00001eb398870	445	237
Zm00001eb129860	564	559
Zm00001eb060040	570	276
Zm00001eb307410	623	404
Zm00001eb192140	389	344
Zm00001eb108400	393	394
Zm00001eb397770	414	410
Zm00001eb044240	209	199
Zm00001eb318170	623	533
Zm00001eb327990	458	397
Zm00001eb385910	612	471
Zm00001eb026490	549	407
Zm00001eb296350	256	645
Zm00001eb061290	532	449
Zm00001eb119340	737	410
Zm00001eb403720	419	473
Zm00001eb241310	695	461
Zm00001eb064190	321	265
Zm00001eb081660	470	305
Zm00001eb362290	502	283
Zm00001eb369110	571	265
Zm00001eb069140	637	314
Zm00001eb092450	347	263
Zm00001eb153060	643	398
Zm00001eb128000	310	660
Zm00001eb175140	722	425
Zm00001eb019370	376	316
Zm00001eb217960	483	409
Zm00001eb267720	350	240
Zm00001eb002820	704	468
Zm00001eb194440	502	434
Zm00001eb331580	579	419
Zm00001eb044060	543	206
Zm00001eb159550	605	309
Zm00001eb286290	357	233
Zm00001eb295080	628	436
Zm00001eb325850	541	579
Zm00001eb106080	350	260
Zm00001eb124500	508	391
Zm00001eb082170	344	246
Zm00001eb238870	59	10
Zm00001eb271790	473	237
Zm00001eb216290	548	447
Zm00001eb314510	569	410
Zm00001eb325410	1532	142
Zm00001eb028060	611	548
Zm00001eb395500	583	1263
Zm00001eb078600	535	467
Zm00001eb338240	478	350
Zm00001eb199100	805	458
Zm00001eb257810	431	170
Zm00001eb430800	836	374
Zm00001eb112690	681	87
Zm00001eb119210	403	182
Zm00001eb044800	506	403
Zm00001eb245840	378	383
Zm00001eb261690	618	572
Zm00001eb284720	805	475
Zm00001eb352880	973	553
Zm00001eb418040	1093	698
Zm00001eb063900	385	301
Zm00001eb181510	487	648
Zm00001eb289050	576	683
Zm00001eb310390	530	427
Zm00001eb000230	589	276
Zm00001eb126270	560	169
Zm00001eb160030	713	521
Zm00001eb195910	620	449
Zm00001eb287420	487	379
Zm00001eb069040	816	95
Zm00001eb239550	478	637
Zm00001eb389680	515	371
Zm00001eb004310	486	312
Zm00001eb139980	553	324
Zm00001eb386770	461	309
Zm00001eb014250	584	321
Zm00001eb059650	436	399
Zm00001eb185290	484	553
Zm00001eb327690	533	411
Zm00001eb070110	612	460
Zm00001eb001700	530	374
Zm00001eb262610	756	334
Zm00001eb279890	391	125
Zm00001eb378440	626	409
Zm00001eb366380	475	366
Zm00001eb391540	458	379
Zm00001eb030970	675	411
Zm00001eb303290	562	449
Zm00001eb128590	598	472
Zm00001eb030880	576	546
Zm00001eb046680	686	493
Zm00001eb274910	547	244
Zm00001eb302980	144	48
Zm00001eb147760	718	256
Zm00001eb034920	661	536
Zm00001eb059180	515	550
Zm00001eb126390	685	246
Zm00001eb049200	498	455
Zm00001eb421110	657	474
Zm00001eb021380	502	502
Zm00001eb163680	598	656
Zm00001eb191660	478	511
Zm00001eb261130	621	490
Zm00001eb035860	565	545
Zm00001eb057260	597	437
Zm00001eb275490	177	557
Zm00001eb337830	631	298
Zm00001eb109340	556	470
Zm00001eb147530	487	496
Zm00001eb251370	804	282
Zm00001eb272150	721	643
Zm00001eb114360	702	457
Zm00001eb180360	643	372
Zm00001eb297170	554	261
Zm00001eb347710	549	359
Zm00001eb227560	549	478
Zm00001eb392900	1	8
Zm00001eb128110	314	399
Zm00001eb324220	305	255
Zm00001eb009640	608	399
Zm00001eb385570	351	455
Zm00001eb131550	503	372
Zm00001eb333330	424	193
Zm00001eb061430	451	545
Zm00001eb065860	730	500
Zm00001eb308740	596	351
Zm00001eb084450	714	403
Zm00001eb216080	613	387
Zm00001eb308610	270	448
Zm00001eb419690	676	398
Zm00001eb033470	638	463
Zm00001eb109640	551	414
Zm00001eb370530	417	429
Zm00001eb017330	992	543
Zm00001eb060810	560	362
Zm00001eb244220	499	478
Zm00001eb399700	476	477
Zm00001eb015340	323	1125
Zm00001eb040310	406	226
Zm00001eb411880	454	425
Zm00001eb002440	461	361
Zm00001eb205970	589	453
Zm00001eb212080	677	426
Zm00001eb002940	564	559
Zm00001eb038290	267	177
Zm00001eb042270	519	272
Zm00001eb222430	651	264
Zm00001eb242390	443	554
Zm00001eb366020	671	245
Zm00001eb076520	500	403
Zm00001eb204980	516	455
Zm00001eb244530	459	424
Zm00001eb415420	543	370
Zm00001eb169930	638	703
Zm00001eb289270	676	547
Zm00001eb118370	499	474
Zm00001eb142340	291	357
Zm00001eb178360	542	353
Zm00001eb126430	791	440
Zm00001eb325550	461	465
Zm00001eb064550	521	437
Zm00001eb326530	720	702
Zm00001eb110600	535	322
Zm00001eb123200	465	502
